Unidades da Federação;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFORMA;CICLOMOTOR;MICROÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;REGIÃO;MÊS;ANO
Rio Grande do Norte ;1.420.783;606.550;  -   ;39.024;4.202;99.419;34.219;18;28.513;5.551;474.623;70.038;7.768;1;18.327;8.601;57.0;163.0;  -   ;135.0;574.0;23.0;nordeste;julho;2021
Sergipe;856.637;356.865;  -   ;22.615;2.959;49.039;18.728;19;28.429;3.614;279.879;52.341;7.846;  -   ;22.704;4.023;42.0;92.0;1;141.0;484.0;6.816;nordeste;julho;2021
Espírito Santo;2.120.250;1.034.884;  -   ;77.605;20.37;191.378;65.827;12;1.74;8.942;482.368;123.682;15.928;2;37.776;28.225;132.0;447.0;14;2.352;2.288;26.278;sudeste;julho;2021
Minas Gerais ;12.293.028;6.688.798;  -   ;357.382;87.888;1.085.478;383.945;22;51.304;50.018;2.723.767;328.764;84.582;12;229.685;105.539;1.426;1.75;48;2.373;6.274;103.973;sudeste;julho;2021
Rio de Janeiro;7.222.972;4.777.121;  -   ;147.403;18.643;380.942;329.797;57;44.638;40.453;1.050.656;196.053;43.181;14;84.389;22.985;203.0;691.0;1;719.0;2.616;82.41;sudeste;julho;2021
São Paulo ;31.186.267;19.237.298;24;699.712;198.094;2.153.998;1.349.421;561;58.304;125.827;5.040.768;1.045.183;168.878;87;415.177;284.845;1.915;3.028;55;11.879;6.25;384.963;sudeste;julho;2021
Paraná;8.225.723;4.755.841;3;286.322;103.4;737.004;278.807;66;9.32;24.846;1.256.995;328.061;47.324;65;156.392;148.624;597.0;1.647;14;2.133;2.245;86.017;sul;julho;2021
Rio Grande do Sul ;7.604.255;4.575.896;2;243.026;68.061;601.286;306.270;113;7.097;22.11;1.140.462;204.577;42.527;46;205.262;83.569;440.0;6.624;38;8.618;1.247;86.984;sul;julho;2021
Santa Catarina;5.694.111;3.193.772;  -   ;162.383;62.948;453.353;228.391;31;2.488;13.439;933.247;296.779;21.502;14;135.351;85.326;684.0;4.222;14;3.491;898.0;95.778;sul;julho;2021
Distrito Federal;1.958.804;1.365.163;  -   ;25.716;3.957;141.984;95.813;17;1.317;6.35;212.332;22.903;13.39;3;26.071;4.995;712.0;278.0;6;588.0;659.0;36.55;centro-oeste;julho;2021
Goiás;4.299.395;2.005.892;  -   ;119.053;36.369;404.976;112.188;55;30.177;10.752;940.507;307.017;24.623;2;208.277;58.009;140.0;359.0;4;262.0;1.11;39.623;centro-oeste;julho;2021
Mato Grosso;2.391.462;824.389;  -   ;82.684;43.132;265.170;53.569;3;7.625;4.167;679.913;264.859;13.472;3;52.38;76.339;136.0;247.0;6;142.0;1.031;22.195;centro-oeste;julho;2021
Mato Grosso do Sul;1.741.314;800.245;10;57.543;21.326;181.261;45.721;33;3.817;4.32;395.898;123.086;10.533;3;41.794;36.641;173.0;274.0;4;257.0;559.0;17.816;centro-oeste;julho;2021
Acre ;315.145;98.259;  -   ;8.002;1.219;30.184;4.644;10;723.0;418.0;131.825;30.591;1.353;  -   ;4.172;1.887;60.0;31.0;  -   ;4.0;174.0;1.589;norte;agosto;2021
Amapá ;221.402;92.989;  -   ;4.459;452.0;25.096;5.127;14;952.0;506.0;71.242;14.477;1.469;  -   ;1.558;1.376;50.0;19.0;  -   ;10.0;412.0;1.194;norte;agosto;2021
Amazonas;996.189;435.128;  -   ;21.323;4.202;96.589;28.271;37;2.074;3.641;298.596;69.427;10.168;  -   ;4.001;14.338;7.0;83.0;  -   ;86.0;1.949;6.269;norte;agosto;2021
Pará ;2.309.578;688.407;  -   ;67.254;11.511;181.408;46.006;94;5.947;7.252;984.501;225.009;20.627;2;30.869;19.975;166.0;156.0;1;139.0;2.035;18.219;norte;agosto;2021
Rondônia ;1.098.802;318.107;  -   ;32.156;8.173;112.148;14.965;8;3.027;1.453;425.509;135.787;6.805;3;19.483;14.806;40.0;68.0;2;48.0;352.0;5.862;norte;agosto;2021
Roraima;246.568;85.700;  -   ;5.729;1.194;31.993;5.536;  -   ;985.0;752.0;85.379;21.876;1.305;  -   ;2.282;2.083;4.0;22.0;  -   ;4.0;77.0;1.647;norte;agosto;2021
Tocantins;778.674;243.601;  -   ;23.634;7.175;77.330;13.021;2;1.926;1.716;251.721;104.874;6.22;  -   ;30.857;10.493;112.0;61.0;  -   ;42.0;149.0;5.74;norte;agosto;2021
Alagoas;964.537;399.614;  -   ;23.515;2.956;62.538;24.714;24;12.77;7.212;336.211;47.461;8.909;1;21.596;7.767;49.0;65.0;  -   ;19.0;271.0;8.845;nordeste;agosto;2021
Bahia;4.630.044;2.020.827;3;128.279;25.992;415.413;133.282;183;18.737;31.575;1.429.938;229.195;43.14;4;65.706;42.553;667.0;364.0;3;276.0;2.705;41.202;nordeste;agosto;2021
Ceará;3.474.462;1.258.001;  -   ;77.459;10.64;219.303;67.410;111;9.959;13.03;1.501.983;192.437;18.771;7;42.992;15.987;333.0;219.0;  -   ;237.0;1.586;43.997;nordeste;agosto;2021
Maranhão ;1.911.285;494.589;  -   ;44.986;6.434;141.370;27.530;66;10.751;5.496;944.361;184.208;10.305;1;15.838;10.92;39.0;71.0;  -   ;70.0;463.0;13.787;nordeste;agosto;2021
Paraíba ;1.451.805;590.571;  -   ;30.452;3.279;95.051;31.360;15;32.028;5.294;544.608;77.276;8.112;1;11.03;5.357;28.0;89.0;  -   ;42.0;470.0;16.742;nordeste;agosto;2021
Pernambuco ;3.298.199;1.428.580;  -   ;95.669;13.829;206.170;99.189;83;42.841;20.132;1.140.484;128.585;21.278;2;47.873;22.229;142.0;155.0;  -   ;316.0;1.601;29.041;nordeste;agosto;2021
Piauí;1.325.674;403.915;  -   ;33.069;3.608;103.537;19.196;31;6.633;4.585;605.989;109.593;8.834;  -   ;9.053;5.771;200.0;57.0;  -   ;82.0;1.218;10.303;nordeste;agosto;2021
Rio Grande do Norte ;1.425.062;607.796;  -   ;39.17;4.226;99.862;34.346;18;28.579;5.567;476.089;70.340;7.796;1;18.44;8.658;57.0;165.0;  -   ;135.0;576.0;23.241;nordeste;agosto;2021
Sergipe;859.503;357.342;  -   ;22.669;2.974;49.330;18.778;19;28.581;3.609;281.104;52.646;7.869;  -   ;22.838;4.034;42.0;94.0;1;141.0;485.0;6.947;nordeste;agosto;2021
Espírito Santo;2.126.424;1.036.837;  -   ;77.824;20.547;192.197;66.095;12;1.793;8.975;483.653;124.267;16.064;2;37.967;28.292;132.0;456.0;14;2.359;2.313;26.625;sudeste;agosto;2021
Minas Gerais ;12.331.683;6.703.299;  -   ;358.419;88.64;1.092.464;385.645;22;51.355;50.064;2.731.744;330.319;84.857;12;230.827;106.029;1.426;1.76;48;2.377;6.283;106.093;sudeste;agosto;2021
Rio de Janeiro;7.239.984;4.783.333;  -   ;147.474;18.858;382.139;330.879;57;44.702;40.482;1.055.581;197.464;43.02;14;84.959;23.13;203.0;703.0;1;722.0;2.644;83.619;sudeste;agosto;2021
São Paulo ;31.245.956;19.252.851;24;700.785;199.077;2.160.167;1.353.548;561;58.42;125.805;5.057.124;1.051.761;168.992;87;417.465;286.504;1.916;3.081;55;11.921;6.282;389.53;sudeste;agosto;2021
Paraná;8.247.886;4.764.007;3;286.921;104.262;739.798;280.166;64;9.338;24.888;1.260.859;329.263;47.454;67;157.292;149.599;597.0;1.695;14;2.144;2.255;87.2;sul;agosto;2021
Rio Grande do Sul ;7.621.245;4.582.211;2;243.649;68.489;603.841;307.484;112;7.142;22.129;1.142.863;205.161;42.529;46;206.195;84.034;440.0;6.76;38;8.64;1.254;88.226;sul;agosto;2021
Santa Catarina;5.710.056;3.198.864;  -   ;162.817;63.556;455.266;229.603;31;2.512;13.502;935.727;297.473;21.579;14;136.399;86.219;684.0;4.33;14;3.509;905.0;97.052;sul;agosto;2021
Distrito Federal;1.962.307;1.366.227;  -   ;25.748;3.984;142.522;95.966;17;1.32;6.349;213.334;23.073;13.385;3;26.108;5.017;712.0;288.0;6;588.0;659.0;37.001;centro-oeste;agosto;2021
Goiás;4.314.619;2.010.530;  -   ;119.522;36.642;407.641;112.839;55;30.365;10.793;943.202;307.997;24.666;2;209.543;58.368;140.0;366.0;4;264.0;1.11;40.57;centro-oeste;agosto;2021
Mato Grosso;2.402.358;827.285;  -   ;83.164;43.526;267.036;53.916;3;7.625;4.191;681.878;266.148;13.545;3;52.938;76.94;136.0;255.0;6;147.0;1.04;22.576;centro-oeste;agosto;2021
Mato Grosso do Sul;1.746.130;801.684;10;57.764;21.47;181.915;45.930;33;3.827;4.333;396.797;123.470;10.534;3;42.054;36.941;173.0;283.0;4;259.0;560.0;18.086;centro-oeste;agosto;2021
Acre ;316.361;98.512;  -   ;8.014;1.222;30.313;4.648;10;741.0;418.0;132.411;30.735;1.352;  -   ;4.214;1.892;60.0;32.0;  -   ;4.0;174.0;1.609;norte;setembro;2021
Amapá ;222.091;93.236;  -   ;4.459;453.0;25.195;5.150;14;952.0;505.0;71.473;14.535;1.462;  -   ;1.568;1.389;50.0;20.0;  -   ;10.0;412.0;1.208;norte;setembro;2021
Amazonas;1.000.327;435.803;  -   ;21.473;4.244;97.036;28.279;37;2.075;3.642;300.683;69.934;10.194;  -   ;4.031;14.388;7.0;83.0;  -   ;86.0;1.958;6.374;norte;setembro;2021
Pará ;2.320.125;690.884;  -   ;67.547;11.641;182.652;46.227;94;5.957;7.273;988.617;226.289;20.753;2;31.08;20.106;166.0;157.0;1;138.0;2.048;18.493;norte;setembro;2021
Rondônia ;1.102.263;318.993;  -   ;32.191;8.201;112.732;15.013;8;3.037;1.455;426.593;136.191;6.817;3;19.685;14.871;40.0;73.0;2;48.0;353.0;5.957;norte;setembro;2021
Roraima;247.660;86.038;  -   ;5.75;1.218;32.229;5.559;  -   ;985.0;754.0;85.628;21.978;1.34;  -   ;2.31;2.102;4.0;22.0;  -   ;4.0;77.0;1.662;norte;setembro;2021
Tocantins;781.779;244.386;  -   ;23.707;7.252;77.783;13.213;2;1.928;1.729;252.520;105.221;6.216;  -   ;31.03;10.595;112.0;61.0;  -   ;42.0;149.0;5.833;norte;setembro;2021
Alagoas;968.463;400.569;  -   ;23.588;2.952;62.710;24.764;24;12.854;7.242;338.157;47.759;8.932;1;21.733;7.768;49.0;69.0;  -   ;19.0;272.0;9.001;nordeste;setembro;2021
Bahia;4.645.584;2.025.434;3;128.65;26.189;416.949;133.580;183;18.847;31.693;1.435.314;230.664;43.193;4;66.258;42.857;667.0;368.0;3;280.0;2.711;41.737;nordeste;setembro;2021
Ceará;3.484.065;1.260.576;  -   ;77.591;10.685;220.008;67.519;111;10.05;13.037;1.506.279;193.252;18.782;7;43.224;16.11;333.0;219.0;  -   ;237.0;1.59;44.455;nordeste;setembro;2021
Maranhão ;1.918.609;496.262;  -   ;45.157;6.522;142.094;27.619;66;10.774;5.509;947.452;185.147;10.369;1;15.984;11.044;39.0;71.0;  -   ;70.0;465.0;13.964;nordeste;setembro;2021
Paraíba ;1.456.313;591.729;  -   ;30.536;3.294;95.583;31.405;15;32.168;5.298;546.452;77.632;8.128;1;11.108;5.384;28.0;90.0;  -   ;42.0;471.0;16.949;nordeste;setembro;2021
Pernambuco ;3.307.917;1.430.582;  -   ;95.867;13.912;206.931;99.461;83;43.068;20.172;1.144.895;129.454;21.324;2;48.169;22.285;142.0;155.0;  -   ;317.0;1.605;29.493;nordeste;setembro;2021
Piauí;1.329.726;404.706;  -   ;33.094;3.632;103.972;19.233;31;6.636;4.6;608.044;110.036;8.843;  -   ;9.126;5.811;200.0;58.0;  -   ;82.0;1.22;10.402;nordeste;setembro;2021
Rio Grande do Norte ;1.428.055;608.450;  -   ;39.24;4.231;100.065;34.430;18;28.619;5.571;477.424;70.627;7.81;1;18.557;8.672;57.0;169.0;  -   ;135.0;576.0;23.403;nordeste;setembro;2021
Sergipe;862.426;357.991;  -   ;22.725;2.996;49.465;18.819;19;28.647;3.603;282.447;53.041;7.871;  -   ;22.953;4.066;42.0;94.0;1;141.0;487.0;7.018;nordeste;setembro;2021
Espírito Santo;2.133.103;1.038.988;  -   ;78.039;20.662;192.913;66.436;12;1.837;8.987;485.348;124.943;16.102;2;38.157;28.433;132.0;467.0;14;2.37;2.328;26.933;sudeste;setembro;2021
Minas Gerais ;12.364.907;6.714.577;  -   ;359.383;89.222;1.098.958;386.109;22;51.391;50.118;2.740.179;331.799;85.03;14;231.831;106.489;1.426;1.78;48;2.384;6.294;107.853;sudeste;setembro;2021
Rio de Janeiro;7.255.927;4.789.180;  -   ;147.607;18.955;383.152;331.794;57;44.757;40.505;1.060.415;198.931;42.913;14;85.492;23.253;204.0;718.0;1;726.0;2.653;84.6;sudeste;setembro;2021
São Paulo ;31.300.664;19.267.005;24;701.787;200.067;2.164.916;1.356.794;561;58.575;125.771;5.073.144;1.058.431;168.924;87;419.645;287.855;1.916;3.151;55;11.937;6.35;393.669;sudeste;setembro;2021
Paraná;8.268.701;4.771.966;3;287.552;104.741;742.570;281.282;64;9.383;24.935;1.264.635;330.449;47.517;65;158.051;150.321;597.0;1.717;14;2.151;2.266;88.422;sul;setembro;2021
Rio Grande do Sul ;7.637.940;4.588.613;2;244.234;69.065;606.144;308.725;112;7.178;22.151;1.145.404;205.705;42.548;46;207.071;84.472;440.0;6.851;38;8.661;1.256;89.224;sul;setembro;2021
Santa Catarina;5.725.334;3.203.931;  -   ;163.298;64.019;456.880;230.771;31;2.529;13.556;938.330;298.232;21.614;14;137.372;86.891;684.0;4.419;14;3.514;908.0;98.327;sul;setembro;2021
Distrito Federal;1.966.696;1.367.424;  -   ;25.831;4.008;143.243;96.144;17;1.328;6.357;214.762;23.291;13.366;3;26.157;5.035;712.0;299.0;6;588.0;660.0;37.465;centro-oeste;setembro;2021
Goiás;4.328.328;2.014.209;  -   ;119.886;36.889;409.447;113.332;55;30.514;10.799;946.453;309.355;24.717;2;210.911;58.706;140.0;373.0;4;266.0;1.113;41.157;centro-oeste;setembro;2021
Mato Grosso;2.412.329;829.887;  -   ;83.55;43.936;268.618;54.357;3;7.628;4.224;683.899;267.263;13.598;3;53.425;77.436;136.0;261.0;6;148.0;1.044;22.907;centro-oeste;setembro;2021
Mato Grosso do Sul;1.751.025;803.186;10;57.944;21.607;182.505;46.105;33;3.829;4.349;397.994;123.935;10.552;3;42.296;37.089;174.0;289.0;4;264.0;564.0;18.293;centro-oeste;setembro;2021
Acre ;317.638;98.738;  -   ;8.015;1.226;30.473;4.676;10;755.0;428.0;133.037;30.907;1.357;  -   ;4.229;1.893;60.0;33.0;  -   ;4.0;175.0;1.622;norte;outubro;2021
Amapá ;222.725;93.453;  -   ;4.467;459.0;25.303;5.151;14;951.0;506.0;71.650;14.595;1.479;  -   ;1.575;1.408;50.0;20.0;  -   ;9.0;413.0;1.222;norte;outubro;2021
Amazonas;1.003.480;436.169;  -   ;21.519;4.264;97.202;28.285;37;2.075;3.643;302.533;70.466;10.234;  -   ;4.068;14.42;7.0;83.0;  -   ;86.0;1.966;6.423;norte;outubro;2021
Pará ;2.329.945;693.113;  -   ;67.811;11.777;183.947;46.428;94;5.963;7.307;992.262;227.526;20.864;2;31.312;20.244;166.0;159.0;1;140.0;2.064;18.765;norte;outubro;2021
Rondônia ;1.106.016;319.911;  -   ;32.212;8.234;113.291;15.094;8;3.052;1.456;427.801;136.758;6.831;3;19.836;14.933;40.0;87.0;2;48.0;353.0;6.066;norte;outubro;2021
Roraima;248.431;86.233;  -   ;5.761;1.227;32.391;5.577;  -   ;985.0;757.0;85.845;22.077;1.34;  -   ;2.34;2.12;4.0;22.0;  -   ;4.0;77.0;1.671;norte;outubro;2021
Tocantins;784.578;245.234;  -   ;23.779;7.364;78.087;13.294;2;1.93;1.732;253.165;105.540;6.207;  -   ;31.182;10.751;112.0;62.0;  -   ;42.0;149.0;5.946;norte;outubro;2021
Alagoas;972.634;401.709;  -   ;23.681;2.976;62.956;24.853;24;12.935;7.264;340.014;48.031;8.963;1;21.867;7.796;49.0;74.0;  -   ;21.0;272.0;9.148;nordeste;outubro;2021
Bahia;4.659.963;2.029.967;3;129.126;26.354;418.118;133.866;182;18.964;31.812;1.440.088;231.988;43.477;4;66.769;43.075;667.0;370.0;3;282.0;2.72;42.128;nordeste;outubro;2021
Ceará;3.491.597;1.262.886;  -   ;77.696;10.735;220.604;67.648;111;10.116;13.042;1.509.306;193.828;18.819;7;43.47;16.185;333.0;224.0;  -   ;238.0;1.591;44.758;nordeste;outubro;2021
Maranhão ;1.924.552;497.607;  -   ;45.269;6.601;142.720;27.715;66;10.797;5.522;949.865;185.878;10.412;1;16.122;11.196;39.0;74.0;  -   ;69.0;467.0;14.132;nordeste;outubro;2021
Paraíba ;1.460.774;592.767;  -   ;30.625;3.316;95.835;31.472;15;32.283;5.308;548.557;78.093;8.135;1;11.201;5.41;28.0;92.0;  -   ;42.0;471.0;17.123;nordeste;outubro;2021
Pernambuco ;3.316.486;1.432.250;  -   ;96.036;13.921;207.310;99.687;83;43.263;20.248;1.149.226;130.243;21.374;2;48.449;22.355;142.0;156.0;  -   ;318.0;1.616;29.807;nordeste;outubro;2021
Piauí;1.333.345;405.663;  -   ;33.102;3.661;104.365;19.291;31;6.644;4.612;609.620;110.379;8.869;  -   ;9.198;5.843;200.0;58.0;  -   ;82.0;1.222;10.505;nordeste;outubro;2021
Rio Grande do Norte ;1.432.788;610.112;  -   ;39.302;4.253;100.464;34.623;18;28.68;5.592;478.990;70.959;7.82;1;18.654;8.716;57.0;175.0;  -   ;135.0;575.0;23.662;nordeste;outubro;2021
Sergipe;865.225;358.612;  -   ;22.748;3.015;49.574;18.873;19;28.8;3.604;283.650;53.401;7.877;  -   ;23.094;4.093;42.0;96.0;1;139.0;488.0;7.099;nordeste;outubro;2021
Espírito Santo;2.140.608;1.041.755;  -   ;78.282;20.773;193.832;66.770;12;1.882;9.019;487.000;125.600;16.175;2;38.364;28.507;132.0;476.0;14;2.383;2.334;27.296;sudeste;outubro;2021
Minas Gerais ;12.404.334;6.729.857;  -   ;360.183;89.782;1.105.852;389.765;22;51.445;50.116;2.748.058;333.120;85.248;15;232.764;107.077;1.426;1.796;48;2.383;6.317;109.06;sudeste;outubro;2021
Rio de Janeiro;7.270.183;4.794.628;  -   ;147.732;19.052;384.013;332.725;57;44.809;40.506;1.064.590;200.084;42.833;14;86.03;23.385;204.0;746.0;1;729.0;2.66;85.385;sudeste;outubro;2021
São Paulo ;31.351.188;19.281.315;24;702.663;200.996;2.169.424;1.360.164;559;58.717;125.697;5.087.081;1.063.993;168.812;87;421.637;289.138;1.916;3.223;55;11.962;6.381;397.344;sudeste;outubro;2021
Paraná;8.291.428;4.782.166;3;288.154;105.288;745.028;282.860;63;9.418;24.988;1.268.150;331.667;47.49;65;158.8;150.986;597.0;1.766;14;2.156;2.27;89.499;sul;outubro;2021
Rio Grande do Sul ;7.654.978;4.595.506;2;244.794;69.614;608.460;309.960;111;7.216;22.212;1.147.658;206.337;42.572;46;207.92;84.913;440.0;6.972;38;8.68;1.27;90.257;sul;outubro;2021
Santa Catarina;5.741.793;3.210.109;  -   ;163.819;64.448;458.597;232.152;31;2.556;13.61;940.450;299.032;21.657;14;138.402;87.635;684.0;4.54;14;3.53;907.0;99.606;sul;outubro;2021
Distrito Federal;1.969.793;1.368.324;  -   ;25.881;4.033;143.675;96.319;17;1.33;6.395;215.792;23.448;13.194;3;26.211;5.063;712.0;305.0;6;588.0;661.0;37.836;centro-oeste;outubro;2021
Goiás;4.340.541;2.018.172;  -   ;120.139;37.107;410.683;113.669;55;30.678;10.809;949.166;310.347;24.766;2;212.106;59.046;140.0;382.0;4;268.0;1.114;41.888;centro-oeste;outubro;2021
Mato Grosso;2.422.329;832.715;  -   ;84.023;44.331;270.173;54.737;3;7.629;4.243;685.670;268.430;13.637;3;53.912;78.041;136.0;266.0;6;148.0;1.046;23.18;centro-oeste;outubro;2021
Mato Grosso do Sul;1.755.469;804.793;10;58.157;21.788;182.892;46.274;33;3.831;4.374;398.935;124.364;10.571;3;42.459;37.194;174.0;299.0;4;266.0;564.0;18.484;centro-oeste;outubro;2021
Acre ;318.951;98.933;  -   ;8.026;1.235;30.600;4.703;10;764.0;431.0;133.736;31.068;1.376;  -   ;4.26;1.902;60.0;33.0;  -   ;4.0;176.0;1.634;norte;novembro;2021
Amapá ;223.462;93.720;  -   ;4.477;470.0;25.420;5.167;14;951.0;509.0;71.839;14.654;1.507;  -   ;1.581;1.421;50.0;20.0;  -   ;10.0;414.0;1.238;norte;novembro;2021
Amazonas;1.008.489;437.324;  -   ;21.595;4.284;97.535;28.330;37;2.075;3.651;304.986;71.216;10.27;  -   ;4.098;14.442;7.0;83.0;  -   ;87.0;1.981;6.488;norte;novembro;2021
Pará ;2.340.601;695.486;  -   ;68.086;11.889;185.259;46.602;94;5.975;7.336;996.295;229.040;20.949;2;31.532;20.451;166.0;161.0;1;142.0;2.073;19.062;norte;novembro;2021
Rondônia ;1.109.194;320.852;  -   ;32.27;8.282;113.872;15.163;8;3.061;1.464;428.614;137.146;6.834;3;19.935;14.995;40.0;87.0;2;49.0;353.0;6.164;norte;novembro;2021
Roraima;249.439;86.458;  -   ;5.799;1.235;32.628;5.610;  -   ;985.0;754.0;86.121;22.200;1.346;  -   ;2.368;2.144;4.0;22.0;  -   ;4.0;77.0;1.684;norte;novembro;2021
Tocantins;787.436;246.159;  -   ;23.858;7.452;78.352;13.368;2;1.931;1.737;253.854;105.868;6.202;  -   ;31.356;10.889;112.0;61.0;  -   ;43.0;149.0;6.043;norte;novembro;2021
Alagoas;976.911;402.762;  -   ;23.752;2.992;63.119;24.954;24;13.035;7.287;342.099;48.359;9.017;1;22.0;7.822;49.0;77.0;  -   ;21.0;276.0;9.265;nordeste;novembro;2021
Bahia;4.675.859;2.035.145;3;129.561;26.522;419.615;134.367;182;19.054;31.901;1.445.323;233.324;43.625;4;67.293;43.304;667.0;374.0;3;281.0;2.728;42.583;nordeste;novembro;2021
Ceará;3.501.490;1.265.607;  -   ;77.859;10.797;221.289;67.857;111;10.181;13.049;1.513.612;194.756;18.868;7;43.713;16.301;333.0;223.0;  -   ;237.0;1.589;45.101;nordeste;novembro;2021
Maranhão ;1.932.035;499.310;  -   ;45.391;6.698;143.446;27.810;66;10.817;5.546;952.992;186.808;10.467;1;16.302;11.479;39.0;74.0;  -   ;70.0;466.0;14.253;nordeste;novembro;2021
Paraíba ;1.465.687;593.883;  -   ;30.687;3.348;96.122;31.571;15;32.403;5.325;550.887;78.594;8.145;1;11.281;5.418;28.0;93.0;  -   ;42.0;476.0;17.368;nordeste;novembro;2021
Pernambuco ;3.325.122;1.434.139;  -   ;96.221;13.958;207.641;99.941;83;43.417;20.297;1.153.567;130.989;21.388;2;48.721;22.431;142.0;156.0;  -   ;325.0;1.62;30.084;nordeste;novembro;2021
Piauí;1.337.120;406.628;  -   ;33.155;3.684;104.718;19.354;31;6.646;4.629;611.289;110.774;8.89;  -   ;9.275;5.883;200.0;59.0;  -   ;82.0;1.224;10.599;nordeste;novembro;2021
Rio Grande do Norte ;1.437.886;611.785;  -   ;39.443;4.295;100.861;34.793;18;28.771;5.615;480.712;71.332;7.845;1;18.8;8.755;57.0;185.0;  -   ;135.0;576.0;23.907;nordeste;novembro;2021
Sergipe;868.071;359.304;  -   ;22.778;3.023;49.738;18.946;19;28.915;3.604;284.825;53.763;7.884;  -   ;23.211;4.104;42.0;98.0;1;140.0;488.0;7.188;nordeste;novembro;2021
Espírito Santo;2.148.742;1.044.503;  -   ;78.482;20.821;195.062;67.359;12;1.897;9.024;488.759;126.356;16.203;2;38.577;28.569;132.0;497.0;14;2.392;2.338;27.743;sudeste;novembro;2021
Minas Gerais ;12.447.854;6.749.966;  -   ;360.966;90.292;1.114.790;390.709;22;51.496;50.158;2.756.026;334.794;85.353;15;233.619;107.581;1.426;1.8;48;2.383;6.329;110.081;sudeste;novembro;2021
Rio de Janeiro;7.284.229;4.799.239;  -   ;147.816;19.171;384.813;333.618;57;44.877;40.556;1.069.264;201.442;42.725;14;86.522;23.478;204.0;758.0;1;734.0;2.669;86.271;sudeste;novembro;2021
São Paulo ;31.407.471;19.296.523;24;703.588;202.02;2.174.101;1.364.616;559;58.86;125.853;5.102.818;1.070.175;168.873;87;423.864;290.518;1.917;3.301;55;11.975;6.44;401.304;sudeste;novembro;2021
Paraná;8.314.184;4.792.440;3;288.776;105.71;747.737;284.059;63;9.443;25.031;1.271.680;332.971;47.595;66;159.622;151.687;597.0;1.79;14;2.166;2.278;90.456;sul;novembro;2021
Rio Grande do Sul ;7.671.083;4.601.838;2;245.335;70.019;610.505;311.200;108;7.249;22.265;1.150.219;206.968;42.581;46;208.78;85.326;441.0;7.079;38;8.702;1.267;91.115;sul;novembro;2021
Santa Catarina;5.759.692;3.216.663;  -   ;164.268;64.866;460.625;233.767;31;2.591;13.656;943.237;299.839;21.692;14;139.401;88.19;684.0;4.656;14;3.532;911.0;101.055;sul;novembro;2021
Distrito Federal;1.973.789;1.369.434;  -   ;25.898;4.051;144.246;96.654;17;1.33;6.403;217.052;23.701;13.199;2;26.253;5.076;712.0;316.0;6;587.0;664.0;38.188;centro-oeste;novembro;2021
Goiás;4.352.923;2.022.056;  -   ;120.394;37.258;412.411;114.250;55;30.849;10.832;951.788;311.439;24.788;2;213.15;59.356;140.0;390.0;4;266.0;1.12;42.375;centro-oeste;novembro;2021
Mato Grosso;2.431.758;835.622;  -   ;84.444;44.561;271.771;55.144;3;7.628;4.263;687.317;269.367;13.687;3;54.337;78.524;136.0;277.0;6;149.0;1.05;23.469;centro-oeste;novembro;2021
Mato Grosso do Sul;1.759.656;806.122;10;58.313;21.898;183.384;46.464;33;3.831;4.39;399.686;124.737;10.585;3;42.698;37.543;174.0;305.0;4;271.0;564.0;18.641;centro-oeste;novembro;2021
Acre ;320.173;99.176;  -   ;8.041;1.237;30.712;4.726;10;772.0;430.0;134.373;31.220;1.377;  -   ;4.276;1.898;60.0;34.0;  -   ;4.0;176.0;1.651;norte;dezembro;2021
Amapá ;224.208;93.949;  -   ;4.483;498.0;25.531;5.184;14;951.0;511.0;72.064;14.728;1.508;  -   ;1.597;1.443;50.0;20.0;  -   ;10.0;417.0;1.25;norte;dezembro;2021
Amazonas;1.014.026;438.562;  -   ;21.677;4.33;97.983;28.418;37;2.076;3.664;307.568;71.997;10.31;  -   ;4.139;14.499;7.0;85.0;  -   ;89.0;1.993;6.592;norte;dezembro;2021
Pará ;2.352.727;697.847;  -   ;68.316;12.048;186.804;46.894;94;5.98;7.355;1.001.038;230.853;21.057;2;31.805;20.653;166.0;161.0;1;143.0;2.088;19.422;norte;dezembro;2021
Rondônia ;1.113.279;322.046;  -   ;32.325;8.337;114.712;15.290;8;3.072;1.465;429.680;137.591;6.843;3;20.029;15.053;40.0;94.0;2;49.0;353.0;6.287;norte;dezembro;2021
Roraima;250.675;86.924;  -   ;5.843;1.254;32.837;5.632;  -   ;985.0;755.0;86.400;22.311;1.346;  -   ;2.399;2.172;4.0;23.0;  -   ;4.0;77.0;1.709;norte;dezembro;2021
Tocantins;791.463;247.325;  -   ;23.996;7.583;78.912;13.475;2;1.931;1.744;254.724;106.335;6.192;  -   ;31.55;11.099;112.0;63.0;  -   ;43.0;150.0;6.227;norte;dezembro;2021
Alagoas;981.823;404.200;  -   ;23.829;3.015;63.373;25.099;24;13.132;7.303;344.189;48.654;9.126;1;22.149;7.852;49.0;81.0;  -   ;21.0;276.0;9.45;nordeste;dezembro;2021
